timestamp,slot_id,grid_buy_price_cny_per_kwh,grid_sell_price_cny_per_kwh
2025-07-20 07:00:00,605,0.4,0.35
2025-07-20 07:15:00,606,0.4,0.35
2025-07-20 07:30:00,607,0.4,0.35
2025-07-20 07:45:00,608,0.4,0.35
2025-07-20 08:00:00,609,0.62,0.35
2025-07-20 08:15:00,610,0.62,0.35
2025-07-20 08:30:00,611,0.62,0.35
2025-07-20 08:45:00,612,0.62,0.35
2025-07-20 09:00:00,613,0.62,0.35
2025-07-20 09:15:00,614,0.62,0.35
2025-07-20 09:30:00,615,0.62,0.35
2025-07-20 09:45:00,616,0.62,0.35
2025-07-20 10:00:00,617,0.62,0.35
2025-07-20 10:15:00,618,0.62,0.35
2025-07-20 10:30:00,619,0.62,0.35
2025-07-20 10:45:00,620,0.62,0.35
2025-07-20 11:00:00,621,0.62,0.35
2025-07-20 11:15:00,622,0.62,0.35
2025-07-20 11:30:00,623,0.62,0.35
2025-07-20 11:45:00,624,0.62,0.35
2025-07-20 12:00:00,625,0.62,0.35
2025-07-20 12:15:00,626,0.62,0.35
2025-07-20 12:30:00,627,0.62,0.35
2025-07-20 12:45:00,628,0.62,0.35
2025-07-20 13:00:00,629,0.62,0.35
2025-07-20 13:15:00,630,0.62,0.35
2025-07-20 13:30:00,631,0.62,0.35
2025-07-20 13:45:00,632,0.62,0.35
2025-07-20 14:00:00,633,0.62,0.35
2025-07-20 14:15:00,634,0.62,0.35
2025-07-20 14:30:00,635,0.62,0.35
2025-07-20 14:45:00,636,0.62,0.35
2025-07-20 15:00:00,637,0.62,0.35
2025-07-20 15:15:00,638,0.62,0.35
2025-07-20 15:30:00,639,0.62,0.35
2025-07-20 15:45:00,640,0.62,0.35
2025-07-20 16:00:00,641,0.62,0.35
2025-07-20 16:15:00,642,0.62,0.35
2025-07-20 16:30:00,643,0.62,0.35
2025-07-20 16:45:00,644,0.62,0.35
2025-07-20 17:00:00,645,0.62,0.35
2025-07-20 17:15:00,646,0.62,0.35
2025-07-20 17:30:00,647,0.62,0.35
2025-07-20 17:45:00,648,0.62,0.35
2025-07-20 18:00:00,649,0.78,0.35
2025-07-20 18:15:00,650,0.78,0.35
2025-07-20 18:30:00,651,0.78,0.35
2025-07-20 18:45:00,652,0.78,0.35
2025-07-20 19:00:00,653,0.78,0.35
2025-07-20 19:15:00,654,0.78,0.35
2025-07-20 19:30:00,655,0.78,0.35
2025-07-20 19:45:00,656,0.78,0.35
2025-07-20 20:00:00,657,0.78,0.35
2025-07-20 20:15:00,658,0.78,0.35
2025-07-20 20:30:00,659,0.78,0.35
2025-07-20 20:45:00,660,0.78,0.35
2025-07-20 21:00:00,661,0.55,0.35
2025-07-20 21:15:00,662,0.55,0.35
2025-07-20 21:30:00,663,0.55,0.35
2025-07-20 21:45:00,664,0.55,0.35
2025-07-20 22:00:00,665,0.55,0.35
2025-07-20 22:15:00,666,0.55,0.35
2025-07-20 22:30:00,667,0.55,0.35
2025-07-20 22:45:00,668,0.55,0.35
2025-07-20 23:00:00,669,0.55,0.35
2025-07-20 23:15:00,670,0.55,0.35
2025-07-20 23:30:00,671,0.55,0.35
2025-07-20 23:45:00,672,0.55,0.35
